Text,IsEthotic,SentimentPolarity
I mentioned yesterday  and the people of Leicester feel let down.,0,0
I have received about 900 letters this year from individuals and local groups  plus a handful of letters from national organisations.,0,0
I have the deepest sympathy with the inhabitants of the borough of Newham when I think who represents them at local government and parliamentary level.,1,2
This is the right way forward.,0,0
Can my hon. Friend confirm that the Government are still totally opposed to the presence of the Turkish army of occupation in northern Cyprus?,0,0
When will a White Paper or a Bill be published?,0,0
of the working population in Scotland are now in assisted areas  compared with only 35 per cent.,0,0
I am not absolutely clear in my mind about the question that my hon. Friend asks because  as I understand it  the problem concerns quota being available for future expansion after 1 April this year.,0,0
First  let me remind the hon. Gentleman that  as I said  there has been a real terms increase.,0,0
The Government issued a statement this morning on the subject that my hon. Friend raised.,0,0
voted in favour of parties that favoured devolution will the right hon. and learned Gentleman advise the House when those discussions will begin and what form they will take?,0,0
I remind my hon. Friend that South Africa is one of the 13 of the founder members of the League of Nations whose Governments have not been changed by force since the first world war.,0,0
I do not believe that a valid comparison can be made between the New Hebrides and Anguilla.,0,0
To ask the Secretary of State for Defence what recent assessment he has made of the defence implications of the unification of Germany.,0,0
I understand from reading the newspapers that this might be the right hon. Gentleman's last appearance with his present duties.,1,2
Is the Secretary of State aware that many people are concerned about what is to happen to agricultural land in Wales which is suitable only for dairy farming  and  more importantly  what is to happen to the dairy farmers  who feel that they have been badly treated?,0,0
I am grateful for those figures  but if we look at them carefully do they not confirm that the most crucial part of the answer is that  as we have suspected for a long time  over the last five years in the south east of England and the Thames regions there has been a cut in real terms in expenditure in the Health Service?,0,0
Will he consult the Government about oil from coal?,0,0
If the reports of the discussions between the African National Congress  the South African rugby board and the rugby union are correct  and if they lead to the creation of a single non racial governing body for rugby in South Africa  that will be an encouraging development.,0,0
In so far as the Labour party has any discernible policies on the matter  they are wedded to the discredited and regressive rates system.,0,0
All those who are seeking a peaceful solution to the problems of South Africa ought to believe that Mr. Mandela's release might help in that direction  and might also help to persuade the ANC as an organisation to renounce the road of violence as a means of achieving political change.,0,0
Yes  Sir.,0,0
Will the Minister confirm that equipment has been purchased for phase 2 of the Kilroot station?,0,0
"I could use some other word rather than ""successor"".",0,0
Does the right hon. Lady agree that one area where consumers still get ripped off is doorstep selling for cash?,0,0
There have  of course  been several bilateral contacts with the USA and France.,0,0
The hon. Gentleman's suggestion that I am wringing my hands is far from the truth.,1,2
in September as a result of increments.,0,0
Surely hon. Members cannot possibly assess what the British Government's position is to be at this vital summit of Heads of Government unless we  the representatives of the British people  know what the Government will propose in our name.,0,0
I am particularly encouraged because of his knowledge of our law.,1,1
Virtually everyone wants that.,0,0
Will he now stop wringing his hands and start providing money to save this institution  if he believes that it is worth saving?,1,2
His predecessor  the right hon. Member for Wallasey (Mrs. Chalker)  was ditched because she showed a slight glimmer of independence of mind.,1,2
Car workers in the west midlands are anxious to get on with making the cars that are necessary for our economic improvement.,0,0
It is  of course  right that those who signed the Helsinki Final Act should respect the human rights obligations that they assumed.,0,0
If the Minister is not aware of that  he should have been with me in Saddleworth last Thursday night  when I spoke in the constituency of the hon. Member for Littleborough and Saddleworth (Mr. Dickens)  where not one route has been registered as profitable?,0,0
I am sure the House understands why the Minister wants to put the blame and responsibility on the Department of the Environment for the implementation of the poll tax for students.,1,2
Would not that be a useful interim measure which the Government could carry into effect if they decided not to hold an early election arid needed legislation with which to carry on?,0,0
The plain truth is that lorries do not go through London when it is unnecessary.,0,0
Fortunately  I have no responsibility for that matter  and therefore I do not propose to answer questions on it.,0,0
I believe that this and the Government's acceptance of the amendment to clause 3 of the Bill proposed by my hon. Friend the Member for Exeter (Mr. Hannam) will have helped to allay the fears of the organisations concerned.,0,0
With passenger services the responsibility and decision come to me  and I have informed the chairman that we would be totally opposed to the massive cuts that are mentioned in the corporate review.,0,0
Is my right hon. Friend aware that the decision is widely welcomed throughout the Principality  particularly in Anglesey?,0,0
The hon. Gentleman will know that BR is also perfecting a design for medium weight DMUs.,0,0
Can the Chancellor find it within himself to assure my constituents and the people of Glasgow that he wants the headquarters of Britoil to remain there  and that he wants Britoil to remain an independent company?,0,0
On his earlier point  today's events are a timely reminder of the present position  the need for vigilance and the fact that violence is never far removed from the Northern Ireland scene.,0,0
Will the Secretary of State now face up to his responsibilities and set up an independent pay review to bring about an end to the damaging dispute  which has been dragging on for well over a year?,1,2
On the broader question of pension entitlement during the Civil Service dispute  will my hon. Friend take the opportunity to repeat that those already on pensions will continue to receive them on production of the stubs of the expired pension book?,0,0
Is my hon. Friend aware that the levels of unemployment among young people under the age of 25 in the United Kingdom are lower than in any other country in the EEC?,0,0
At the moment he is relying on a deal with the developer and it could be a new developer if Imry were to sell tomorrow  which has no statutory force.,1,2
The Secretary of State said that I should have listened to the remarks made by the Under Secretary of State.,0,0
To ask the Secretary of State for Foreign and Commonwealth Affairs what is the policy of Her Majesty's Government towards those clauses of the European Community's draft social charter which would ensure the participation of the work force in decision making within companies.,0,0
Surely it is to treat the House with grave disrespect  if not contempt  to deny us the final proposals of this country at this vital summit meeting.,0,0
As for the delay in payment  I think that he is talking about the rates of advance payment in less favoured areas.,0,0
We see no need for the procedural device of an inter governmental conference.,0,0
Let me bring him back to the subject of the social charter.,0,0
I know that the hon. Gentleman appeared on Hungarian television and discussed this matter.,0,0
We have been closely monitoring the social fund  and the original fears which were expressed about the adequacy of its budget  the introduction of loans  the discretionary nature of the scheme and the review system  have proved to be unfounded.,0,0
As my hon. Friend said  it is also causing problems in chemicals  plastics and a range of European industries.,0,0
They will no doubt be delighted to hear that the Government will continue their support for Mr. Mandela's release  but would be more cheered if the Government would take some action.,1,1
Does he agree that within the past 12 months our balance of payments has deteriorated by no less than å£5 000 million and that we are heading for the most serious crisis in our balance of payments in the year ahead?,0,0
They are trying to find the most viable answer to the problem  and that is the right way to proceed.,0,0
I hope the hon. Gentleman recognises what we are seeking to achieve in addition to the very substantial increases in moneys going into primary health care.,0,0
Does he agree that it not only affects the future of the coal industry  but that British technology could be at stake?,0,0
It has not done that.,0,0
Will my right hon. Friend consider the example of Mayday hospital in Croydon  which is in a Thames region?,0,0
What is there now may be lost to future generations.,0,0
Again  I think that 95 per cent.,0,0
My hon. Friend is absolutely right.,1,1
Does she think that 1992 and the complete harmonisation of the internal market will help  or hinder  that?,0,0
This will require complex safety legislation for which there is unlikely to be time during the coming Session of Parliament.,0,0
Is the Minister aware of the serious damage that this will do to Northern Ireland  agriculture and does he regard it as fair in view of the absolute failure of the buy out scheme in Northern Ireland which has not come up to his expectations?,1,2
I am keen to find a viable solution based on value for money and the right location  and I am doing what I can with the parties concerned to facilitate that.,0,0
I do not believe that the monument is under threat  unless we fail to cover it up now.,0,0
With regard to his second point  I repeat that we will do what we can to encourage the leaders of both communities to come to the talks in a spirit of good will.,0,0
In spite of efforts by the Department to generate media interest  the media did not respond.,0,0
The hon. Gentleman knows about the range of activities in relation to Brymbo.,0,0
Therefore  the hon. Gentleman should clear me of that.,0,0
As such  I shall continue to be frank and candid.,0,0
Does my right hon. Friend intend to discuss with the chairman of British Rail the privatisation of British Rail catering and buffets at stations?,0,0
Is it not deeply disturbing that in France  Italy and Ireland milk production between April and September increased?,0,0
Estimates for the fourth quarter of 1986 are not yet available.,0,0
They benefit from the services provided by local authorities.,0,0
He will wish to examine the thorough Coal Board review before I comment further.,0,0
I am working within the trade framework which I inherited from the Labour Government.,1,2
It is significant that the leaders of the industry have accepted the Government's assurances  ,0,0
On the CFE first stage agreement  what more does he require before he can talk seriously to NATO and make constructive suggestions about troop cuts in central Europe?,1,2
To that end it is necessary to reduce the burden of taxation.,0,0
Will he comment on the disturbing reports today from Russian sources that the John Brown contract may be irretrievably lost?,0,0
If changes are made to these proposals  he will  of course  consider whether any parallel changes need to be made to the 1987 Act.,0,0
To ask the Secretary of State for Foreign and Commonwealth Affairs if he will make a statement on the present position on the United Nations sponsored intercommunal talks on Cyprus.,0,0
In other words  the expenditure in the metropolitan counties has been grossly extravagant compared with expenditure in the rest of the country.,0,0
Between 1981 82 and 1986 87 gross revenue expenditure in the four Thames regions rose by 29 4 per cent.,0,0
Is that not an indictment of the Secretary of State's incompetence?,1,2
I recall that almost 750 000 people in Scotland voted for the Conservative party.,1,1
Was the announcement that the Secretary of State made in July not one of relative principle compared with that of today  as he said then that it would not be possible to change the system in favour of the home counties without depriving the inner cities of moneys to which  under the Act  they were entitled?,0,0
They might keep the right hon. Gentleman waiting.,0,0
I should stress to the hon. Lady that if one considers the different offices and the differential way in which the rules on community care grants in particular are applied  one realises that serious application by social workers  by local authorities and by diligent Members of Parliament I know that the hon. Lady is such a Member will ensure that community care grants are effectively spent.,1,1
When does my hon. Friend expect to see the first quota payments into the Commission from those countries which are in excess of their quota?,0,0
This has nothing to do with the single market.,0,0
I appreciate my hon. Friend's comment.,0,0
Does my right hon. and learned Friend agree that the concerns and attitudes of our European allies  including the Socialist Governments of Spain and France  show that the policies of the Labour party are out of touch with European as well as United States opinion and will undermine rather than assist arms control?,1,2
"Are not both the Minister and the Daily Mail in contempt of the Mental Health Review Tribunal Rules 1983  in particular rule 21(5) which states: Except in so far as the tribunal direct  information about proceedings before the tribunal and the names of any persons concerned in the proceedings shall not be made public""?",1,2
The figure for the current year is å£628 million of lost grant  but  with a great increase in both provision and aggregate Exchequer grant next year  the figure of grant lost must  by definition  be much smaller than that.,0,0
I invite the Chancellor of the Exchequer to make it clear that Britoil will be maintained as an independent company  with its corporate headquarters in Glasgow  and that the fundamental basis of the golden share will be maintained  whatever bids are forthcoming in the next few days.,0,0
Many dairy farmers throughout the Community will be liable to pay a levy  but for Northern Ireland producers who have overshot their quota the Commission recently agreed that 50 per cent.,0,0
We should focus our attention on these priorities  and if we manage to realise them it will be an historic achievement.,0,0
It is always interesting to find ways in which the new party seems not to wish to embrace economic market freedom.,0,0
We have made it clear that we are willing to meet representatives of both bodies whenever that would be useful.,0,0
Does he also accept that structure plans  as drawn by local councils  have identified  in my constituency at least  sufficient land for development for housing beyond the turn of the century?,0,0
Our budget has had to be increased by 26 per cent.,0,0
Does he agree that it is essential for the future viability of the New Hebrides that its territorial integrity is maintained and fragmentation is avoided?,0,0
The hon. Gentleman knows that the White Paper contains proposals whereby the staffing and precepts of joint boards will be watched very carefully for a transitional period of three years to make sure that there is no repeat of the empire building that went on before.,0,0
Will the Minister assure the House that  when a decision is made between the option of going ahead with the phase 2 of Kilroot åùwhich is preferred by the Northern Ireland Electricity Service  which is responsible for the provision of electricity in Northern Ireland åùand the option of private generation of electricity by means of a lignite power station åùwhich is being promoted by the Bechtel corporation and the Hanson Trust  åù the fact that in 1986  å£50 000 went from the Hanson Trust into the funds of the Conservative party will not influence the decision that is made?,0,0
The attitude of Socialist Governments throughout Europe shows how far from reality the Labour party now finds itself.,1,2
The decision to set the eligibility factor at a multiplying factor of three times was taken after very careful consideration of the proper measure of relief required to be given.,0,0
This is the consequence of sound monetary and fiscal policies  which have brought down inflation and interest rates.,0,0
It shows the Government's continuing commitment to helping those with disabilities.,1,1
Is the Minister aware of the growing despair in the industry and the appalling number of redundancies now being created in the fish processing industry?,0,0
I shall come back to the hon. Gentleman on that point.,0,0
If he has to reopen the negotiations on the participation agreements how will he safeguard the 51 per cent.,0,0
In fact  none cannot equally be performed by other more economical means.,0,0
What we need now is some money  and not a great deal.,0,0
Bearing in mind the devastation being suffered in textile communities and towns throughout the length and breadth of the country  does the Secretary of State acknowledge the deep anxiety felt in those communities about the current negotiations that are taking place?,0,0
In addition  my hon. Friends and I have frequent informal contact with representatives of both bodies.,0,0
Is it not unfortunate that there are Conservative Back Benchers who are far more concerned to see Hess released from prison than Nelson Mandela  who all his life fought against the principles on which Hess was convicted at Nuremberg?,1,2
Will my hon. Friend confirm that  in spite of the miserable approach by the Labour Party  there has been an extremely enthusiastic response from council house tenants in Scotland to his proposals and that it has come from the so called bad areas just as much as the so called good areas?,1,2
The hon. Gentleman should appreciate that the time spent on Scottish rate support grant orders is exactly the time spent on English rate support grant orders.,0,0
in Scotland and 35 per cent.,0,0
Will my right hon. and learned Friend point out to the President of the European Commission that Britain is already showing the way to a real social dimension by generating jobs in their hundreds of thousands through policies of enterprise and growth?,0,0
Will he also disregard the jaundiced remarks of ex Prime Ministers  however eminent they may think they are?,0,0
If the hon. Gentleman would like to find the cost of deferring the building  I leave it to him individually to do so   ,1,2
Will the Foreign Secretary raise this issue at Milan and consider a joint initiative with European  EC and Commonwealth Heads of State to put some pressure on the South African Government?,0,0
We very much regret what happened.,0,0
As to his first question  that is a most unworthy comparison  which is both irrelevant to the questions under consideration and also  I am afraid to say  rather typical of the hon. Gentleman.,1,2
Unification is more likely to be successful and harmonious if we have addressed those issues properly and sensibly.,0,0
It is extraordinarly difficult to expect a word of congratulation for Britain's workers on the recently announced September surplus of å£270 million.,0,0
They will lead to the worst kind of chequebook medicine and divert real resources that should be used to heal the sick to useless exercises such as form filling and counting pills.,0,0
To ask the Secretary of State for Foreign and Commonweath Affairs if he will make a statement on relations with the Federal Republic of Germany.,0,0
Will he ensure that our nips are available to their Nips at the same price as their nips are available to their Nips?,0,0
The efficiency of British industry depends on a free choice in the market.,0,0
These powers will also enable the Gas Corporation to be required to dispose of its showrooms.,0,0
Is that not further evidence that the right hon. and learned Gentleman's policies are adding to the economic recession?,1,2
Shut up  you old windbag.,0,0
When I announced the Government's views of the overspending of current expenditure by local authorities I believed that we could avoid the moratorium on capital expenditure that we are now considering.,0,0
They are particularly concerned that  because any contract that was then entered into with the Northern Ireland Electricity Service would be at a fixed price  it would eventually be terribly costly for the consumer.,0,0
The effect of the data is what the hon. Gentleman should study  and he will find that there are good reasons for the changes that I have suggested.,0,0
I frequently meet the chairman to discuss matters of mutual interest.,0,0
Since the beginning of 1984  214 people have been charged with serious offences  including 17 with murder and 22 with attempted murder.,0,0
There are two issues at stake absolute pledges given in absolute terms on the Floor of the House and British responsibilities to a condominium for which we still have responsibility.,0,0
Is there not a danger that the Arabs might pick up a large section of North sea oil on the cheap?,0,0
Does the right hon. Gentleman agree with the appalling fact that 9 000 youngsters who left school four months ago are still searching for a job?,0,0
Unemployment in Scotland has fallen by 40 000 in the past 20 weeks.,0,0
We are determined to bring that back into use to help the homeless.,0,0
However  one should keep a sense of proportion.,0,0
There are many workers in many other industries who would be very glad to receive such an offer.,0,0
To that extent  my hon. Friend will watch with interest  as I will  our negotiations with the medical profession to see that contracts reflect that.,0,0
How seriously does the Secretary of State treat the Scottish CBI's latest economic findings on export orders and manufacturing capacity?,0,0
Does he agree that there is a public mood that in 1992 with the single market  there will be much more than just a business man's Europe and that employees should be able to participate in some of the objectives including having a better say in the industries in which they work?,0,0
of European content.,0,0
Will the Foreign Secretary confirm that the Prime Minister is in favour of the zero zero option only after the next general election and that she went to Camp David to persuade the United States President not to follow up the Reykjavik negotiations before the general election as it would jeopardise her campaign to keep the bomb and Britain's independent nuclear deterrent and prevent the Tories from running a scaremongering campaign against the Labour party on that issue?,1,2
I wrote to the National Union of Seamen and the Merchant Navy and Airline Officers Association on 2 March.,0,0
At our request  the United States Government have agreed to see whether any United States laws have been violated by the involvement of United States citizens.,0,0
When was it sent to the printers?,0,0
He cannot have been following matters closely if he does not know that in the past few weeks alone I have taken getting on for a couple of dozen measures to reduce the burden currently on the British Merchant Navy.,1,2
Is he aware of the indignity suffered by over 1 million people in the United Kingdom who have homes without inside toilets or bathrooms?,0,0
Keeping families with young children in bed and breakfast accommodation is humiliating and degrading and ought to be brought to an end immediately.,0,0
In addition to the  å£17 million of aid that we gave last year  we brought forward the review of the industry's finances  which was to take place at the end of March.,0,0
Secondly  the right hon. Gentleman rebuked my hon. Friend the Member for Battersea  South (Mr. Dubs) by asking him to consider the position of the private sector.,1,2
A total of 3 498.5 hectares of land is owned by the Foundation.,0,0
Does he realise that free negotiation is fundamental to the democratic rights of any group of working people  not only teachers?,0,0
Are the Government now going back on their oft repeated statements that cruise and Pershing deployment could be halted  reduced or totally eliminated if the Soviet Union was prepared to remove its SS20 missiles?,1,2
Have the French Government made it clear to those of their nationals who are reported to be supporting this shabby little manoeuvre that they will not in any circumstances allow them to carry on with this open flouting of the central Government?,0,0
That is in the Government's hands.,0,0
As I have just said  for the first three transitional years Government approval of the precepts will be required.,0,0
Does the right hon. Gentleman accept that  unless he revises the ceilings  the only short term alternative for British Rail is a sharp increase in fare  at the very time when  if the energy crisis means anything  we should be making public transport more attractive and not more expensive?,1,2
Over 600 000 interest free loans have been made and more than 86 000 community care grants have been awarded.,0,0
It has been done before.,0,0
Can he say whether equal immediate action will be taken to provide temporary financial help?,0,0
As the chairman has said  productivity is the rock upon which British Rail's future is based.,0,0
What the CBI is saying comes after three successive surveys showing a more optimistic trend.,0,0
He might have asked me about the electronics industry.,0,0
This is a matter for those who are responsible for that action.,0,0
The RAWP review is very near completion and  like my hon. Friend  I look forward to the advice that will be given in it.,0,0
As every one of those changes that the Prime Minister opposes is now entrenched in United Kingdom law through the European Communities (Amendment) Act 1986  which the right hon. Lady forced through the House of Commons on a guillotine  will the right hon. Lady now apologise to the Prime Minister and introduce legislation to repeal the European Communities (Amendment) Act?,1,2
Arrangements for the introduction of the community charge are a matter for my right hon. Friend the Secretary of State for the Environment.,0,0
It may have gone there  but the fact is that there was no company in the United Kingdom  including the nationalised British Leyland  that was willing to take over the Chrysler plant at Linwood.,0,0
My impression from conversations this morning with Mr. Nujotna is that  while he recognises the positive nature of the statements which the Government have made åùthey were repeated today by the right hon. and learned Gentleman åùabout Namibia and the status of a transitional Government  he has the impression that neither the British Government nor the contact group have 908 any practical proposals which are likely to have any effect on South Africa.,0,0
Will my hon. Friend assure me that  unless the present scheme by the Coal Board for the extraction of oil from coal is shown to be completely unworkable  regard will constantly be had to Britain's need for assured supplies of oil  which will eventually run out otherwise  and that oil could be extracted from coal  of which we have almost unlimited reserves?,0,0
I have no further evidence about the Libyan position  other than what I have already said.,0,0
The MFA is a contract  if I can describe it as such  between the poorer countries  the low cost producers  and the developed world.,0,0
My question simply followed on from my hon. Friend's answer.,0,0
So it is not the case that there is a decreasing number of local authority flats available to help the homeless.,0,0
Is it not scandalous that yet again the variable premium is under threat?,0,0
Is that not an unfair allegation against the company?,0,0
I do not think that I came to the Dispatch Box and made that particular comment  but I repeat that at every Council meeting we raise the point that the system must apply fairly throughout the Community.,0,0
When the Minister meets the chairman  will he encourage him to end the penny pinching restrictions that are causing British Rail to reduce the services between Glasgow and Girvan  a line that has been developing over the last few years?,1,2
I ask my hon. Friend to examine the paper in relation to Hampshire.,0,0
The hon. Gentleman has mentioned sums for transport in west Yorkshire which seem enormous in relation to need in that area.,1,2
I know that it is a substantial collection  and that is why I have called the parties together in particular the British library  which has considerable expertise at its disposal and has already offered the association a management consultancy advisory service free of charge  and the Victoria and Albert  which has a theatre museum åùto give their advice.,0,0
I must also make it clear that we do not believe that an advance in the direction on which the whole House is agreed åùnamely  the implementation of resolution 435  åù would be most effectively secured by the imposition of economic sanctions.,0,0
That is true.,0,0
If there is no new money forthcoming  how will he and his right hon. Friend explain this humiliating defeat in Cabinet to the Scottish conference and to the electors in next year's regional elections?,1,2
last October.,0,0
Is not the whole affair yet another disgraceful but unsuccessfull attempt to smear the CAB and Joan Ruddock and is it not similar to the attack made by his colleague the Secretary of State for Defence at the weekend?,1,2
Without the Single European Act and the qualified majority voting that applies to many internal market issues  this country's position would have been far worse on many occasions.,0,0
Is the Secretary of State aware that at the all party meeting held last week in the House of Commons during the teachers' lobby of Parliament  the spokespersons of all parties got a fair hearing  with the exception of the Tory party spokesperson  the hon. Member for Edinburgh  Central (Mr. Fletcher) who got such a belting from the teachers that I  as the neutral chairperson  had to come to his rescue to allow him to be heard?,1,2
I beg to ask leave to move the Adjournment of the House  under Standing Order No. 9  for the purpose of discussing a specific and important matter that should have urgent consideration  namely  the reneging by the Government on their absolute pledge in the House of Commons to take all necessary measures to preserve law and order in the New Hebrides and their failure to defend those islands' territorial integrity.,0,0
A recent survey showed that  because of that important industry  about 3 700 American jobs are coming to Scotland   unless a Labour Government are returned.,1,2
No previous Secretary of State has needed three consultation documents between July and December in order to make up his mind.,1,2
and I have withdrawn related borrowing approval except that which is needed to cover payments resulting from existing commitments.,0,0
Like the hon. Member for Newport  West (Mr. Flynn)  I have been receiving first hand accounts of what is happening  and the hardship and distress that will be faced there in the winter will be very dire.,0,0
The basic constitutional document  which is the document of 1914  is silent on the possibility of unilateral action.,0,0
I do not have the figures for Leicester in front of me  but in London it is the case that the number of relets of council housing has gone up since 1978 79  in spite of the right to buy.,0,0
in Greater London.,0,0
It is our view that it is not helpful  if we are trying to get our views across to the South African Government  for us to take that step.,0,0
That is the policy of the Labour spokesmen they have decided that my right hon. Friend the Prime Minister and other Conservative Members are right.,1,1
They are there now  and they will be able to advise the Government what steps may be necessary  in a military sense  if  regrettably  the peaceful negotiations that we have proposed do not succeed.,0,0
Of course  the right hon. Gentleman has left out of account the disappearance of an entire tier of elected councillors and all the overhead administration that goes with that.,1,2
My right hon. Friend was well received.,1,1
Whatever Opposition Members say  that hospital has had a magnificent record of treating patients over the years.,0,0
Is my hon. and learned Friend aware that people in the west midlands are heartily sick and tired of all the accusations being levelled at Rover Group and British Aerospace?,0,0
Order.,0,0
This is one of the first products which many of those countries produce.,0,0
One or two points are worth taking up with the Commission  and perhaps the hon. Gentleman will write to me about the matter.,0,0
I sympathise with my hon. Friend's points.,0,0
"I initiated an Adjournment debate on 7 December and the Minister of State  Foreign and Commonwealth Office the hon. Member for Blackpool  South (Mr. Blaker) said:  I can assure the House that we are prepared to take all necessary steps to preserve the peace of the New Hebrides as long as we are responsible for it.""",0,0
Is he aware that fish processers have already had to lay off about 500 men this week?,0,0
Will he and his ministerial colleagues do all in their power to ensure that the scheme is retained until such time as we have rate reform in place?,0,0
Why can a little republic such as Ireland achieve a much better deal?,0,0
Will the right hon. Lady tell us something about the Internal Market Council that met on 29 September?,0,0
We shall resist bureaucratic lunacies from whatever source they emanate.,0,0
We believe that that would have the practical effect of restricting the freedom of workers and employers to negotiate the most suitable arrangements for themselves and their staff.,0,0
When the legislation comes forward it will be debated in detail in the House  as is right and proper.,0,0
Is the Minister aware that we require from this Government and the United Nations  not simply words but determined action and pressure on the South African authorities  to ensure that Nelson Mandela  after 20 years of imprisonment  is allowed  without any conditions  to be released and to become a free man again?,0,0
My right hon. Friend the Home Secretary is charged by Parliament  inter alia  with responsibility for the discharge and recall of restricted patients and is accountable to Parliament and the public for the exercise or refusal to exercise those powers.,0,0
Can he give the figures for last year and this year?,0,0
Will their standard of living not  therefore  slump as rising prices eat further into this so called protection?,0,0
My hon. Friend is right to remind the House that we announced in the uprating statement the allocation for 1989 90  which was confirmed in the autumn statement and in the recent public expenditure White Paper.,1,1
It is nonsense to imagine that because some of the services will be run by the districts and boroughs jointly although most will be devolved upon the districts and boroughs  which are anxious to receive the powers  as the right hon. Gentleman will know from his Manchester experience this cannot be achieved without substantial economies.,1,2
Electricity generation policy in Northern Ireland is aimed at reducing the 442 Province's over dependence on oil fired generating capacity and at promoting efficiency within the electricity supply industry.,0,0
I have therefore sent them a circular asking them to let me have returns of their expected expenditure in 1980 81 on the basis of existing commitments  together with their estimated expenditure on statutory grants in the year.,0,0
I remind the House that UDI has been declared on the island of Santo and new documents have been issued to everyone who wishes to remain there.,0,0
I am certain that the scheme that we announced before the recess for helping smaller producers with 40 cows or fewer will be of particular assistance to Wales and will enable producers to maintain their outputs at 1983 levels.,0,0
However  the boundaries were settled after a prolonged period of consideration and any changes would have to be submitted to the European Commission.,0,0
We receive many representations  from individuals and organisations  in accord with our view that Nelson Mandela should be released immediately and unconditionally.,0,0
The best inter governmental conference is that of Heads of State.,0,0
The question at issue is whether we can manage to negotiate another contract of the same kind.,0,0
The chairman will have heard what the hon. Member said.,0,0
The consequences that we now see  in bed closures and the like  are the result of those figures  which have hit this part of Britain worse than any other.,0,0
I think that provocative statements do not help.,0,0
May I congratulate the Secretary of State on reversing his predecessor's decision on Project 2000?,1,2
On 9 April 1984 and subsequently on 4 July 1985 in answer to questions from the hon. Member for Barnsley  East (Mr. Patchett)  I indicated in the case of the restricted patient referred to in the hon. Member's present question that the then Home Secretary and I took the firm view that that patient was not fit to be released into the community.,0,0
I hope that the further consultations that he and his Department will be having will produce a result whereby inner city areas will be aided and prudent shire authorities will be rewarded for their prudence.,0,0
asked the Chancellor of the Exchequer if he is satisfied with the progress of the economy.,0,0
He says that it is extraordinary  but he will find that it is not extraordinary when he sees the size and weight of the report and exactly what is involved.,0,0
Will my right hon. Friend remind the EIS that  since the dispute must be solved by negotiation  the best thing it can do for Scottish education is to respond to his invitation to come back and talk?,0,0
Would it not now be appropriate for him to talk to the Prime Minister and for the Prime Minister to talk to the Leader of the Opposition with a view  for example  to convening a Speakers' Conference to consider proportional representation and fixed term Parliaments?,0,0
My right hon. and learned Friend the Foreign Secretary and myself  as members of the Government  have a very clear joint objective for the Stockholm talks  and that is to persuade the Soviet Union to take them seriously and seek meaningful arrangements  which are readily available from the Western Alliance.,0,0
Where is the bargaining power of the British Government in Europe?,1,2
While I welcome the Minister's statement about screening  will he accept that restricting free eye testing will hinder detection  as optometrists detect what ophthalmologists diagnose  and that it will cost the Health Service more in the long run to end the free eye test?,1,1
Will he discuss that possibility with the Leader of the House?,0,0
What representationsÌÄå¢Ì¢‰Û_åÂÌ¢‰âÂåù  Order.,0,0
Cross border violence in southern Africa will do nothing to bring about peace in the region.,0,0
I am grateful to my hon. Friend for his kind words.,0,0
Does he not appreciate that those who have to budget on behalf of NACAB are entitled to know whether they will have the funds to enable them to continue their activity before the bills arise for payment?,0,0
It is the Government's intention  after consultation  to set grant related expenditure totals at a lower figure than the total of provision.,0,0
It has been an oft proclaimed objective not just of both superpowers but of Governments of all parties in this country  but we must proceed in that direction by realistic steps  and they are as defined and agreed by President Reagan and my right hon. Friend the Prime Minister at Camp David.,0,0
Since the beginning of 1982  204 people have been charged with terrorist type crimes.,0,0
Is it not dangerous to indulge in sweeping generalisations?,0,0
The hon. Gentleman asked me what hope I could offer to young Scottish unemployed people.,0,0
Does the Chancellor agree that the output measure is a more reliable indicator than GDP  which he has quoted  and that the output measure shows a much smaller rate of economic growth than the figure that he gave to the House?,0,0
I am optimistic that it will work out.,0,0
As my right hon. Friend is a believer in free markets  will he tell us how the golden share will encourage Britoil to become more efficient?,1,2
My hon. Friend is perfectly correct.,1,1
The Department is ready to start work on the investigation immediately.,0,0
Does not my right hon. Friend agree that  while he must do his best to protect the British textile industry  one of the problems is that textiles are manufactured by countries which are undergoing development?,0,0
It is interesting to note that between 1974 and 1979 in the area in question the Thames region the increase in acute patients and in patients treated was 4 per cent.  whereas since 1979 acute patient activity has increased by 15 per cent.,0,0
asked the Secretary of State for Social Services if he is satisfied with arrangements for new retirement pensioners during the Civil Service dispute.,0,0
We have to recognise that wish as well.,0,0
If the hon. Lady can confirm that  will she try to defend it?,0,0
I know that deep down the Secretary of State for Scotland also supports a Scottish Assembly.,0,0
There is no reason to believe that that pattern will not continue under improved productivity and efficiency  which the tractor industry  like others  is now achieving.,0,0
In the light of that and previous answers  have the Minister and his colleagues begun to have any misgivings at all about the wretched failure of the Government's dairy farming policy?,1,2
Is not the real problem for local authorities  not that they have a statutory duty to house the homeless  but that the number of homeless people is growing  that the amount of money available for councils to build  as they want to do  is evaporating so that  for example  some 30 000 people in Leicester are on the housing list   and councils are then forced to spend revenue instead of capital on housing people temporarily in bed and breakfast accommodation  which is a rotten  ,0,0
There is not much that we can do about that.,0,0
Secondly  what is the attitude of Her Majesty's Government to the Phoenix Foundation?,0,0
If he does that he will see that the Government reduced substantially the incentives and the assisted area status that had been available to parts of my constituency to attract industry and create jobs.,0,0
I have my French colleague's assurance that such powers will be used if necessary.,0,0
I shall see that those remarks are passed to our resident commissioner.,0,0
